subject,subject_label,relation,object,object_label,sentence,source_url,subject_norm,object_norm,subject_external,object_external,subject_qid,object_qid,subject_is_wikidata,object_is_wikidata,alignment_status
Atari,ORG,cause,1984,DATE,"The film Tron (1982) was the first film to use computer-generated imagery for more than a couple of minutes.[60]
Advances in technology in the 1980s caused 3D simulation to become more widely used and it began to appear in movies and in computer-based games such as Atari's Battlezone (1980) and Acornsoft's Elite (1984), one of the first wire-frame 3D graphics games for home computers.",https://en.wikipedia.org/wiki/Simulation,atari,1984,http://www.wikidata.org/entity/Q207922,,Q207922,,True,False,not_fully_aligned
Atari,ORG,cause,Acornsoft,ORG,"The film Tron (1982) was the first film to use computer-generated imagery for more than a couple of minutes.[60]
Advances in technology in the 1980s caused 3D simulation to become more widely used and it began to appear in movies and in computer-based games such as Atari's Battlezone (1980) and Acornsoft's Elite (1984), one of the first wire-frame 3D graphics games for home computers.",https://en.wikipedia.org/wiki/Simulation,atari,acornsoft,http://www.wikidata.org/entity/Q207922,http://www.wikidata.org/entity/Q3604604,Q207922,Q3604604,True,True,both_aligned_to_wikidata
August 2004,DATE,estimate,Institute of Standards and Technology,ORG,"In August 2004 a US National Institute of Standards and Technology (NIST) report conservatively estimated that $15.8 billion was lost annually by the U.S. capital facilities industry due to inadequate interoperability arising from ""the highly fragmented nature of the industry, the industry’s continued paper-based business practices, a lack of standardization, and inconsistent technology adoption among stakeholders"".[22]",https://en.wikipedia.org/wiki/Building_information_modeling,august 2004,institute of standards and technology,http://www.wikidata.org/entity/Q760686,,Q760686,,True,False,not_fully_aligned
August 2004,DATE,estimate,NIST,ORG,"In August 2004 a US National Institute of Standards and Technology (NIST) report conservatively estimated that $15.8 billion was lost annually by the U.S. capital facilities industry due to inadequate interoperability arising from ""the highly fragmented nature of the industry, the industry’s continued paper-based business practices, a lack of standardization, and inconsistent technology adoption among stakeholders"".[22]",https://en.wikipedia.org/wiki/Building_information_modeling,august 2004,nist,http://www.wikidata.org/entity/Q760686,,Q760686,,True,False,not_fully_aligned
August 2004,DATE,estimate,US,GPE,"In August 2004 a US National Institute of Standards and Technology (NIST) report conservatively estimated that $15.8 billion was lost annually by the U.S. capital facilities industry due to inadequate interoperability arising from ""the highly fragmented nature of the industry, the industry’s continued paper-based business practices, a lack of standardization, and inconsistent technology adoption among stakeholders"".[22]",https://en.wikipedia.org/wiki/Building_information_modeling,august 2004,us,http://www.wikidata.org/entity/Q760686,,Q760686,,True,False,not_fully_aligned
Australia,GPE,more than year,the late 1960s,DATE,"One of the early groups to coin this term was the Key Centre of Design Computing and Cognition at the University of Sydney in Australia, which for more than fifty years (since the late 1960s) pioneered the research, teaching, and consulting of design and computational technologies.",https://en.wikipedia.org/wiki/Computational_design,australia,the late 1960s,http://www.wikidata.org/entity/Q408,,Q408,,True,False,not_fully_aligned
Autodesk,ORG,dominate,Dassault Systèmes,ORG,"Most applications support solid modeling with boundary representation (B-Rep) and NURBS geometry, and enable the same to be published in a variety of formats.[citation needed]
Based on market statistics, commercial software from Autodesk, Dassault Systèmes, Siemens PLM Software, and PTC dominate the CAD industry.[13][14",https://en.wikipedia.org/wiki/Computer-aided_design,autodesk,dassault systèmes,http://www.wikidata.org/entity/Q628051,http://www.wikidata.org/entity/Q1172038,Q628051,Q1172038,True,True,both_aligned_to_wikidata
Autodesk,ORG,dominate,PTC,ORG,"Most applications support solid modeling with boundary representation (B-Rep) and NURBS geometry, and enable the same to be published in a variety of formats.[citation needed]
Based on market statistics, commercial software from Autodesk, Dassault Systèmes, Siemens PLM Software, and PTC dominate the CAD industry.[13][14",https://en.wikipedia.org/wiki/Computer-aided_design,autodesk,ptc,http://www.wikidata.org/entity/Q628051,,Q628051,,True,False,not_fully_aligned
Autodesk,ORG,dominate,Siemens PLM Software,ORG,"Most applications support solid modeling with boundary representation (B-Rep) and NURBS geometry, and enable the same to be published in a variety of formats.[citation needed]
Based on market statistics, commercial software from Autodesk, Dassault Systèmes, Siemens PLM Software, and PTC dominate the CAD industry.[13][14",https://en.wikipedia.org/wiki/Computer-aided_design,autodesk,siemens plm software,http://www.wikidata.org/entity/Q628051,,Q628051,,True,False,not_fully_aligned
Autodesk,ORG,help,Bentley Systems,ORG,"By hosting contributions from Autodesk, Bentley Systems and Graphisoft, plus other industry observers, in 2003,[20][unreliable source?] Jerry Laiserin helped popularize and standardize the term as a common name for the digital representation of the building process.[21]",https://en.wikipedia.org/wiki/Building_information_modeling,autodesk,bentley systems,http://www.wikidata.org/entity/Q628051,http://www.wikidata.org/entity/Q818314,Q628051,Q818314,True,True,both_aligned_to_wikidata
Autodesk,ORG,help,Graphisoft,ORG,"By hosting contributions from Autodesk, Bentley Systems and Graphisoft, plus other industry observers, in 2003,[20][unreliable source?] Jerry Laiserin helped popularize and standardize the term as a common name for the digital representation of the building process.[21]",https://en.wikipedia.org/wiki/Building_information_modeling,autodesk,graphisoft,http://www.wikidata.org/entity/Q628051,http://www.wikidata.org/entity/Q743588,Q628051,Q743588,True,True,both_aligned_to_wikidata
BCA,ORG,magazine,December 2011,DATE,"- ^ BuildSmart Archived 2 November 2013 at the Wayback Machine (BCA magazine), December 2011.",https://en.wikipedia.org/wiki/Building_information_modeling,bca,december 2011,,http://www.wikidata.org/entity/Q386251,,Q386251,False,True,not_fully_aligned
BIM,ORG,enhance,Fashola,PERSON,"- ^ ""BIM to enhance building capacity, create business opportunities nationwide – Fashola",https://en.wikipedia.org/wiki/Building_information_modeling,bim,fashola,,http://www.wikidata.org/entity/Q62356,,Q62356,False,True,not_fully_aligned
BIM,ORG,must become standard construction,Germany,GPE,"- ^ ""BIM must become standard for construction in Germany says minister"".",https://en.wikipedia.org/wiki/Building_information_modeling,bim,germany,,http://www.wikidata.org/entity/Q183,,Q183,False,True,not_fully_aligned
BIM,ORG,pencil,2018,DATE,"""Spain launches BIM strategy with pencilled-in 2018 mandate"".",https://en.wikipedia.org/wiki/Building_information_modeling,bim,2018,,,,,False,False,not_fully_aligned
BIM Africa Initiative,ORG,base,Nigeria,GPE,"BIM Africa Initiative, primarily based in Nigeria, is a non-profit institute advocating the adoption of BIM across Africa.[126]",https://en.wikipedia.org/wiki/Building_information_modeling,bim africa initiative,nigeria,,http://www.wikidata.org/entity/Q1033,,Q1033,False,True,not_fully_aligned
BIMaS,ORG,establish,January 2013,DATE,"Slovakia
[edit]The BIM Association of Slovakia, ""BIMaS"", was established in January 2013 as the first Slovak professional organisation focused on BIM.",https://en.wikipedia.org/wiki/Building_information_modeling,bimas,january 2013,http://www.wikidata.org/entity/Q10429684,http://www.wikidata.org/entity/Q1206823,Q10429684,Q1206823,True,True,both_aligned_to_wikidata
BIMaS,ORG,support,Chamber of Architects,ORG,"A Slovak implementation strategy created by BIMaS and supported by the Chamber of Civil Engineers and Chamber of Architects has yet to be approved by Slovak authorities due to their low interest in such innovation.[96]
Spain",https://en.wikipedia.org/wiki/Building_information_modeling,bimas,chamber of architects,http://www.wikidata.org/entity/Q10429684,http://www.wikidata.org/entity/Q635047,Q10429684,Q635047,True,True,both_aligned_to_wikidata
BIMaS,ORG,support,the Chamber of Civil Engineers,ORG,"A Slovak implementation strategy created by BIMaS and supported by the Chamber of Civil Engineers and Chamber of Architects has yet to be approved by Slovak authorities due to their low interest in such innovation.[96]
Spain",https://en.wikipedia.org/wiki/Building_information_modeling,bimas,the chamber of civil engineers,http://www.wikidata.org/entity/Q10429684,,Q10429684,,True,False,not_fully_aligned
BS2015,DATE,14th,Hyderabad,GPE,"Proceedings of BS2015: 14th Conference of International Building Performance Simulation Association, Hyderabad, India.",https://drarch.org/index.php/drarch/article/view/139,bs2015,hyderabad,,http://www.wikidata.org/entity/Q1361,,Q1361,False,True,not_fully_aligned
BS2015,DATE,14th,India,GPE,"Proceedings of BS2015: 14th Conference of International Building Performance Simulation Association, Hyderabad, India.",https://drarch.org/index.php/drarch/article/view/139,bs2015,india,,http://www.wikidata.org/entity/Q668,,Q668,False,True,not_fully_aligned
BSI,ORG,launch,CDBB,ORG,"- ^ ""UK BIM Alliance, BSI & CDBB launch UK BIM Framework"".",https://en.wikipedia.org/wiki/Building_information_modeling,bsi,cdbb,,,,,False,False,not_fully_aligned
Baidu,ORG,clash,China,GPE,"- ^ a b ""Baidu, Alibaba, Tencent Clash To Lead China's Tech Future While A New 'B' Arises"".",https://en.wikipedia.org/wiki/Smart_city,baidu,china,http://www.wikidata.org/entity/Q14772,http://www.wikidata.org/entity/Q148,Q14772,Q148,True,True,both_aligned_to_wikidata
Baidu,ORG,develop,Apollo,ORG,"82
Baidu developed Apollo, a self-driving technology.[149",https://en.wikipedia.org/wiki/Smart_city,baidu,apollo,http://www.wikidata.org/entity/Q14772,http://www.wikidata.org/entity/Q665812,Q14772,Q665812,True,True,both_aligned_to_wikidata
Banks,PERSON,design,2009,DATE,"^ In the words of the Simulation article Archived 10 December 2017 at the Wayback Machine in Encyclopedia of Computer Science, ""designing a model of a real or imagined system and conducting experiments with that model"".
- ^ Sokolowski, J.A.; Banks, C.M. (2009).",https://en.wikipedia.org/wiki/Simulation,banks,2009,http://www.wikidata.org/entity/Q806825,,Q806825,,True,False,not_fully_aligned
Barcelona,GPE,establish,ITeC,ORG,"Following a February 2015 BIM summit in Barcelona, professionals in Spain established a BIM commission (ITeC) to drive the adoption of BIM in Catalonia.[98",https://en.wikipedia.org/wiki/Building_information_modeling,barcelona,itec,http://www.wikidata.org/entity/Q1492,,Q1492,,True,False,not_fully_aligned
Barcelona,GPE,professional,Spain,GPE,"Following a February 2015 BIM summit in Barcelona, professionals in Spain established a BIM commission (ITeC) to drive the adoption of BIM in Catalonia.[98",https://en.wikipedia.org/wiki/Building_information_modeling,barcelona,spain,http://www.wikidata.org/entity/Q1492,http://www.wikidata.org/entity/Q29,Q1492,Q29,True,True,both_aligned_to_wikidata
Basel,GPE,raise,Felix Platter Hospital[99,ORG,"Switzerland
[edit]Since 2009 through the initiative of buildingSmart Switzerland, then 2013, BIM awareness among a broader community of engineers and architects was raised due to the open competition for Basel's Felix Platter Hospital[99] where a BIM coordinator was sought.",https://en.wikipedia.org/wiki/Building_information_modeling,basel,felix platter hospital[99,http://www.wikidata.org/entity/Q78,,Q78,,True,False,not_fully_aligned
Belgrade,GPE,conjunction,Huawei,ORG,"In 2018, Serbia announced a Safe City project for Belgrade in conjunction with Huawei, using one thousand cameras with advanced facial recognition and license plate recognition capabilities.[148]:",https://en.wikipedia.org/wiki/Smart_city,belgrade,huawei,http://www.wikidata.org/entity/Q3711,http://www.wikidata.org/entity/Q160120,Q3711,Q160120,True,True,both_aligned_to_wikidata
Bentley Systems,ORG,help,Graphisoft,ORG,"By hosting contributions from Autodesk, Bentley Systems and Graphisoft, plus other industry observers, in 2003,[20][unreliable source?] Jerry Laiserin helped popularize and standardize the term as a common name for the digital representation of the building process.[21]",https://en.wikipedia.org/wiki/Building_information_modeling,bentley systems,graphisoft,http://www.wikidata.org/entity/Q818314,http://www.wikidata.org/entity/Q743588,Q818314,Q743588,True,True,both_aligned_to_wikidata
Bernard P. Zeigler,PERSON,author,Phillip E. Hammonds,PERSON,"- ^ Zeigler, Bernard P.; Hammonds, Phillip E. (21 August 2007). Modeling & Simulation-Based Data Engineering: Introducing Pragmatics into Ontologies for Net-Centric Information Exchange by Bernard P. Zeigler (Author), Phillip E. Hammonds (Author).",https://en.wikipedia.org/wiki/Building_information_modeling,bernard p. zeigler,phillip e. hammonds,http://www.wikidata.org/entity/Q16105529,,Q16105529,,True,False,not_fully_aligned
Berry,PERSON,get,Christopher R.,PERSON,"Glaeser, Edward L.; Berry, Christopher R. ""Why Are Smart Places Getting Smarter?"" (PDF).",https://en.wikipedia.org/wiki/Smart_city,berry,christopher r.,http://www.wikidata.org/entity/Q827140,http://www.wikidata.org/entity/Q109551603,Q827140,Q109551603,True,True,both_aligned_to_wikidata
Big Chaos,ORG,build,Pragmatic Theory,ORG,A joint team made up of researchers from AT&T Labs-Research in collaboration with the teams Big Chaos and Pragmatic Theory built an ensemble model to win the Grand Prize in 2009 for $1 million.[105],https://en.wikipedia.org/wiki/Machine_learning,big chaos,pragmatic theory,,http://www.wikidata.org/entity/Q7237641,,Q7237641,False,True,not_fully_aligned
Bill East,PERSON,devise,the United States Army Corps of Engineers,ORG,"COBie was devised by Bill East of the United States Army Corps of Engineers in 2007,[26] and helps capture and record equipment lists, product data sheets, warranties, spare parts lists, and preventive maintenance schedules.",https://en.wikipedia.org/wiki/Building_information_modeling,bill east,the united states army corps of engineers,,,,,False,False,not_fully_aligned
Bing,ORG,associate,Yahoo,ORG,"They are also historically associated with and used by search engines such as Google, Bing, and Yahoo; knowledge engines and question-answering services such as WolframAlpha, Apple's Siri, and Amazon Alexa; and social networks such as LinkedIn and Facebook.",https://en.wikipedia.org/wiki/Knowledge_graph,bing,yahoo,http://www.wikidata.org/entity/Q182496,,Q182496,,True,False,not_fully_aligned
Bischof,PERSON,prove,Pfurtscheller[30,PERSON,"Lee, Keinrath, Scherer, Bischof, Pfurtscheller[30] proved that naïve subjects could be trained to use a BCI to navigate a virtual apartment with relative ease.",https://en.wikipedia.org/wiki/Simulation,bischof,pfurtscheller[30,http://www.wikidata.org/entity/Q866108,,Q866108,,True,False,not_fully_aligned
Bloomberg Philanthropies,ORG,launch,the Rockefeller Foundation,ORG,"Smart city competitions were launched in the 2010s by Bloomberg Philanthropies, the Rockefeller Foundation, and the United States Department of Transportation.[21]",https://en.wikipedia.org/wiki/Smart_city,bloomberg philanthropies,the rockefeller foundation,http://www.wikidata.org/entity/Q16987920,,Q16987920,,True,False,not_fully_aligned
Bloomberg Philanthropies,ORG,launch,the United States Department of Transportation.[21,ORG,"Smart city competitions were launched in the 2010s by Bloomberg Philanthropies, the Rockefeller Foundation, and the United States Department of Transportation.[21]",https://en.wikipedia.org/wiki/Smart_city,bloomberg philanthropies,the united states department of transportation.[21,http://www.wikidata.org/entity/Q16987920,,Q16987920,,True,False,not_fully_aligned
Boston,GPE,television radio station,Polshek Partnership,ORG,"A headquarters building design for Boston television and radio station WGBH by Polshek Partnership has been discussed as an example of digital architecture and includes a digital skin.[1]
Within social media research, digital architecture refers to the technical protocols that enable, constrain, and shape user behavior in a virtual space.[2]",https://en.wikipedia.org/wiki/Digital_architecture,boston,polshek partnership,http://www.wikidata.org/entity/Q100,http://www.wikidata.org/entity/Q107005228,Q100,Q107005228,True,True,both_aligned_to_wikidata
Boston,GPE,television radio station,WGBH,ORG,"A headquarters building design for Boston television and radio station WGBH by Polshek Partnership has been discussed as an example of digital architecture and includes a digital skin.[1]
Within social media research, digital architecture refers to the technical protocols that enable, constrain, and shape user behavior in a virtual space.[2]",https://en.wikipedia.org/wiki/Digital_architecture,boston,wgbh,http://www.wikidata.org/entity/Q100,,Q100,,True,False,not_fully_aligned
British Standards Institute,ORG,initiative,UK,GPE,"External links
[edit]- British Standards Institute initiative on Smart Cities
- Future of Cities UK government 'Foresight' project on cities",https://en.wikipedia.org/wiki/Smart_city,british standards institute,uk,,,,,False,False,not_fully_aligned
Bruzzone A.G.,ORG,base,Guide to Simulation-Based Disciplines,ORG,"^ Bruzzone A.G., Massei M., Simulation-Based Military Training, in Guide to Simulation-Based Disciplines, Vol.1. 315–361.
- ^ Cayirci, E. (December 2013).",https://en.wikipedia.org/wiki/Simulation,bruzzone a.g.,guide to simulation based disciplines,,,,,False,False,not_fully_aligned
Brydges,PERSON,et al,2013,DATE,- ^ Zendejas B; Brydges R; Hamstra SJ; et al. (2013).,https://en.wikipedia.org/wiki/Simulation,brydges,2013,http://www.wikidata.org/entity/Q21507019,,Q21507019,,True,False,not_fully_aligned
BuildSmart,ORG,archive,2 November 2013,DATE,"- ^ BuildSmart Archived 2 November 2013 at the Wayback Machine (BCA magazine), December 2011.",https://en.wikipedia.org/wiki/Building_information_modeling,buildsmart,2 november 2013,,,,,False,False,not_fully_aligned
BuildSmart,ORG,archive,BCA,ORG,"- ^ BuildSmart Archived 2 November 2013 at the Wayback Machine (BCA magazine), December 2011.",https://en.wikipedia.org/wiki/Building_information_modeling,buildsmart,bca,,,,,False,False,not_fully_aligned
BuildSmart,ORG,archive,the Wayback Machine,ORG,"- ^ BuildSmart Archived 2 November 2013 at the Wayback Machine (BCA magazine), December 2011.",https://en.wikipedia.org/wiki/Building_information_modeling,buildsmart,the wayback machine,,,,,False,False,not_fully_aligned
Building and Construction Authority,ORG,announce,BCA,ORG,"[edit]The Building and Construction Authority (BCA) has announced that BIM would be introduced for architectural submission (by 2013), structural and M&E submissions (by 2014) and eventually for plan submissions of all projects with gross floor area of more than 5,000 square meters by 2015.",https://en.wikipedia.org/wiki/Building_information_modeling,building and construction authority,bca,http://www.wikidata.org/entity/Q4986523,,Q4986523,,True,False,not_fully_aligned
BuildingSmart Hong Kong,ORG,inaugurate,Hong Kong,GPE,BuildingSmart Hong Kong was inaugurated in Hong Kong SAR in late April 2012.[62],https://en.wikipedia.org/wiki/Building_information_modeling,buildingsmart hong kong,hong kong,,http://www.wikidata.org/entity/Q8646,,Q8646,False,True,not_fully_aligned
BuildingSmart Hong Kong,ORG,inaugurate,late April 2012.[62,DATE,BuildingSmart Hong Kong was inaugurated in Hong Kong SAR in late April 2012.[62],https://en.wikipedia.org/wiki/Building_information_modeling,buildingsmart hong kong,late april 2012.[62,,,,,False,False,not_fully_aligned
C. A. Brebbia,PERSON,digital architecture construction abstract,S. Hatzellis,PERSON,"- ^ a b c d Daniela Bertol, David Foell Designing digital space page 57
- ^ a b c A. Ali, C. A. Brebbia Digital architecture and construction Abstract by S. Hatzellis, University of Technology, Sydney Australia page 51, 54
- ^ Yu-Tung Liu The Philosophy of Digital Architecture: The FEIDAD Award Architettura
- ^ Jones, Quentin; Rafaeli, Sheizaf (2010).",https://en.wikipedia.org/wiki/Digital_architecture,c. a. brebbia,s. hatzellis,,,,,False,False,not_fully_aligned
C. A. Brebbia,PERSON,digital architecture construction abstract,University of Technology,ORG,"- ^ a b c d Daniela Bertol, David Foell Designing digital space page 57
- ^ a b c A. Ali, C. A. Brebbia Digital architecture and construction Abstract by S. Hatzellis, University of Technology, Sydney Australia page 51, 54
- ^ Yu-Tung Liu The Philosophy of Digital Architecture: The FEIDAD Award Architettura
- ^ Jones, Quentin; Rafaeli, Sheizaf (2010).",https://en.wikipedia.org/wiki/Digital_architecture,c. a. brebbia,university of technology,,,,,False,False,not_fully_aligned
CAEWatch,ORG,archive,"September 12, 2011",DATE,"Archived 2020-08-01 at the Wayback Machine, CAEWatch, September 12, 2011
- ^",https://en.wikipedia.org/wiki/Computer-aided_design,caewatch,"september 12, 2011",,http://www.wikidata.org/entity/Q22664452,,Q22664452,False,True,not_fully_aligned
CANBIM,ORG,found,the Institute for BIM,ORG,"Several organizations support BIM adoption and implementation in Canada: the Canada BIM Council (CANBIM, founded in 2008),[115] the Institute for BIM in Canada,[116] and buildingSMART Canada (the Canadian chapter of buildingSMART International).[117]",https://en.wikipedia.org/wiki/Building_information_modeling,canbim,the institute for bim,,,,,False,False,not_fully_aligned
CDBB,ORG,launch,the BSI Group,ORG,"In October 2019, CDBB, the UK BIM Alliance[a] and the BSI Group launched the UK BIM Framework.",https://en.wikipedia.org/wiki/Building_information_modeling,cdbb,the bsi group,,,,,False,False,not_fully_aligned
CDBB,ORG,launch,the UK BIM Alliance[a,ORG,"In October 2019, CDBB, the UK BIM Alliance[a] and the BSI Group launched the UK BIM Framework.",https://en.wikipedia.org/wiki/Building_information_modeling,cdbb,the uk bim alliance[a,,,,,False,False,not_fully_aligned
CDBB,ORG,launch,the UK BIM Framework,ORG,"In October 2019, CDBB, the UK BIM Alliance[a] and the BSI Group launched the UK BIM Framework.",https://en.wikipedia.org/wiki/Building_information_modeling,cdbb,the uk bim framework,,,,,False,False,not_fully_aligned
CIA,ORG,incorporate,Wikidata,ORG,"They later incorporated RDFa, Microdata, JSON-LD content extracted from indexed web pages, including the CIA World Factbook, Wikidata, and Wikipedia.[10][11]",https://en.wikipedia.org/wiki/Knowledge_graph,cia,wikidata,,,,,False,False,not_fully_aligned
CRIDA,ORG,include,"Faculty of Architecture, Building and Planning",ORG,"Other relevant research groups include:
- Critical Research in Digital Architecture (CRIDA), Faculty of Architecture, Building and Planning, University of Melbourne
- School of Architecture, Carnegie Mellon
- Department of Computer Science, University College London
- Department of Informatics Engineering, Universidade de Coimbra
- Department of Computer Science, Vrije University, Amsterdam
- Creativity and Cognition Studios, University of Technology Sydney
- Department of Computer Science, University of Colorado at Boulder
- Department of Architecture, Tokyo Institute of Technology
- Department of Architecture, MIT
- Department of Computer Science, Helsinki University of Technology
- College of Architecture, Georgia Institute of Technology
- Design Machine Group, University of Washington College of Built Environments, Seattle
- Design Computing Program, Georgia Institute of Technology College of Architecture
- School of Interactive Arts + Technology, Simon Fraser University
- Department of Architecture, Technical University of Delft, The Netherlands
- Institute of Computational Design, University of Stuttgart
- Architectural Design Computing, Istanbul Technical University
- Faculty of Architecture, Istanbul Bilgi University, Turkey
- Centre of IT and Architecture (CITA), The Royal Danish Academy of Fine Arts, Copenhagen
- Institute of Architectural Algorithms & Applications (Inst.AAA), Southeast University, Nanjing
- Department of Experimental and Digital Design and Construction, University of Kassel, Germany
- Computational Media Design (CMD) program, University of Calgary, Canada
- School of Civil Engineering, Architecture and Urbanism (FEC-Unicamp), University of Campinas, Brazil
- Computation, Appearance, and Manufacturing group (CAM), Max Planck Institute for Informatics, Saarbrücken, Germany
Conferences
[edit]The biannual International Conference on Design Computing and Cognition (DCC) brings together high quality research on this area, as do annual conferences by the Association for Computer Aided Design In Architecture and others.
References
[",https://en.wikipedia.org/wiki/Computational_design,crida,"faculty of architecture, building and planning",http://www.wikidata.org/entity/Q77163370,,Q77163370,,True,False,not_fully_aligned
CRIDA,ORG,include,University of Melbourne,ORG,"Other relevant research groups include:
- Critical Research in Digital Architecture (CRIDA), Faculty of Architecture, Building and Planning, University of Melbourne
- School of Architecture, Carnegie Mellon
- Department of Computer Science, University College London
- Department of Informatics Engineering, Universidade de Coimbra
- Department of Computer Science, Vrije University, Amsterdam
- Creativity and Cognition Studios, University of Technology Sydney
- Department of Computer Science, University of Colorado at Boulder
- Department of Architecture, Tokyo Institute of Technology
- Department of Architecture, MIT
- Department of Computer Science, Helsinki University of Technology
- College of Architecture, Georgia Institute of Technology
- Design Machine Group, University of Washington College of Built Environments, Seattle
- Design Computing Program, Georgia Institute of Technology College of Architecture
- School of Interactive Arts + Technology, Simon Fraser University
- Department of Architecture, Technical University of Delft, The Netherlands
- Institute of Computational Design, University of Stuttgart
- Architectural Design Computing, Istanbul Technical University
- Faculty of Architecture, Istanbul Bilgi University, Turkey
- Centre of IT and Architecture (CITA), The Royal Danish Academy of Fine Arts, Copenhagen
- Institute of Architectural Algorithms & Applications (Inst.AAA), Southeast University, Nanjing
- Department of Experimental and Digital Design and Construction, University of Kassel, Germany
- Computational Media Design (CMD) program, University of Calgary, Canada
- School of Civil Engineering, Architecture and Urbanism (FEC-Unicamp), University of Campinas, Brazil
- Computation, Appearance, and Manufacturing group (CAM), Max Planck Institute for Informatics, Saarbrücken, Germany
Conferences
[edit]The biannual International Conference on Design Computing and Cognition (DCC) brings together high quality research on this area, as do annual conferences by the Association for Computer Aided Design In Architecture and others.
References
[",https://en.wikipedia.org/wiki/Computational_design,crida,university of melbourne,http://www.wikidata.org/entity/Q77163370,,Q77163370,,True,False,not_fully_aligned
CSTB,ORG,supersede,France,GPE,"PTNB was superseded in 2018 by Plan BIM 2022,[80] administered by an industry body, the Association for the Development of Digital in Construction (AND Construction), founded in 2017, and supported by a digital platform, KROQI,[81] developed and launched in 2017 by CSTB (France's Scientific and Technical Centre for Building).[82]
Germany",https://en.wikipedia.org/wiki/Building_information_modeling,cstb,france,http://www.wikidata.org/entity/Q17911028,http://www.wikidata.org/entity/Q142,Q17911028,Q142,True,True,both_aligned_to_wikidata
CT197-BIM,ORG,create,Portugal,GPE,"In September 2016, the Ministry of Infrastructure and Construction began a series of expert meetings concerning the application of BIM methodologies in the construction industry.[93]
Portugal
[edit]Created in 2015 to promote the adoption of BIM in Portugal and its normalisation, the Technical Committee for BIM Standardisation, CT197-BIM, has created the first strategic document for construction 4.0 in Portugal, aiming to align the country's industry around a common vision, integrated and more ambitious than a simple technology change.[94]
Russia
[edit]The Russian government has approved a list of the regulations that provide the creation of a legal framework for the use of information modeling of buildings in construction and encourages the use of BIM in government projects.[95]",https://en.wikipedia.org/wiki/Building_information_modeling,ct197 bim,portugal,,http://www.wikidata.org/entity/Q45,,Q45,False,True,not_fully_aligned
Cambridge,GPE,base,Centre for Digital Built Britain,ORG,"The work of the BIM Task Group then continued under the stewardship of the Cambridge-based Centre for Digital Built Britain (CDBB),[107] announced in December 2017 and formally launched in early 2018.[108]
Outside of government, industry adoption of BIM since 2016 has been led by the UK BIM Alliance,[109] an independent, not-for-profit, collaboratively-based organisation formed to champion and enable the implementation of BIM, and to connect and represent organisations, groups and individuals working towards digital transformation of the UK's built environment industry.",https://en.wikipedia.org/wiki/Building_information_modeling,cambridge,centre for digital built britain,http://www.wikidata.org/entity/Q49111,http://www.wikidata.org/entity/Q85751274,Q49111,Q85751274,True,True,both_aligned_to_wikidata
Cambridge,GPE,base,December 2017,DATE,"The work of the BIM Task Group then continued under the stewardship of the Cambridge-based Centre for Digital Built Britain (CDBB),[107] announced in December 2017 and formally launched in early 2018.[108]
Outside of government, industry adoption of BIM since 2016 has been led by the UK BIM Alliance,[109] an independent, not-for-profit, collaboratively-based organisation formed to champion and enable the implementation of BIM, and to connect and represent organisations, groups and individuals working towards digital transformation of the UK's built environment industry.",https://en.wikipedia.org/wiki/Building_information_modeling,cambridge,december 2017,http://www.wikidata.org/entity/Q49111,http://www.wikidata.org/entity/Q22971091,Q49111,Q22971091,True,True,both_aligned_to_wikidata
Cambridge,GPE,reprint,1991,DATE,"Reprinted in J.-L. Lassez, G. Plotkin (Eds.), Computational Logic, The MIT Press, Cambridge, MA, 1991, pp. 199–254.
- ^",https://en.wikipedia.org/wiki/Machine_learning,cambridge,1991,http://www.wikidata.org/entity/Q49111,,Q49111,,True,False,not_fully_aligned
Cambridge,GPE,reprint,MA,GPE,"Reprinted in J.-L. Lassez, G. Plotkin (Eds.), Computational Logic, The MIT Press, Cambridge, MA, 1991, pp. 199–254.
- ^",https://en.wikipedia.org/wiki/Machine_learning,cambridge,ma,http://www.wikidata.org/entity/Q49111,,Q49111,,True,False,not_fully_aligned
Canada,GPE,found,the Institute for BIM,ORG,"Several organizations support BIM adoption and implementation in Canada: the Canada BIM Council (CANBIM, founded in 2008),[115] the Institute for BIM in Canada,[116] and buildingSMART Canada (the Canadian chapter of buildingSMART International).[117]",https://en.wikipedia.org/wiki/Building_information_modeling,canada,the institute for bim,http://www.wikidata.org/entity/Q16,,Q16,,True,False,not_fully_aligned
Canada,GPE,paper,Bank of Canada,ORG,"^ Neville Arjani: Examining the Trade-Off between Settlement Delay and Intraday Liquidity in Canada's LVTS: A Simulation Approach (Working Paper 2006–20, Bank of Canada)",https://en.wikipedia.org/wiki/Simulation,canada,bank of canada,http://www.wikidata.org/entity/Q16,http://www.wikidata.org/entity/Q806703,Q16,Q806703,True,True,both_aligned_to_wikidata
Canada,GPE,support,CANBIM,ORG,"Several organizations support BIM adoption and implementation in Canada: the Canada BIM Council (CANBIM, founded in 2008),[115] the Institute for BIM in Canada,[116] and buildingSMART Canada (the Canadian chapter of buildingSMART International).[117]",https://en.wikipedia.org/wiki/Building_information_modeling,canada,canbim,http://www.wikidata.org/entity/Q16,,Q16,,True,False,not_fully_aligned
